,month_num,day,balance
27806,1,28,-57
27807,1,28,187
27808,1,28,101
27809,1,28,461
27810,1,28,415
27811,1,28,983
27812,1,28,23
27813,1,28,2478
27814,1,28,425
27815,1,28,584
27816,1,28,-35
27817,1,28,373
27818,1,28,4012
27819,1,28,71
27820,1,28,332
27821,1,28,581
27822,1,28,178
27823,1,28,859
27824,1,28,1452
27825,1,28,105
27826,1,28,78
27827,1,28,378
27828,1,28,322
27829,1,28,119
27830,1,28,1672
27831,1,28,20
27832,1,28,102
27833,1,28,446
27834,1,28,613
27835,1,28,903
27836,1,28,804
27837,1,28,98
27838,1,28,1686
27839,1,28,374
27840,1,28,409
27841,1,28,1938
27842,1,28,93
27843,1,28,34
27844,1,28,0
27845,1,28,1088
27846,1,28,3720
27847,1,28,638
27848,1,28,550
27849,1,28,3244
27850,1,28,53
27851,1,28,309
27852,1,28,0
27853,1,28,8
27854,1,28,529
27855,1,28,1129
27856,1,28,0
27857,1,28,3945
27858,1,28,1216
27859,1,28,1526
27860,1,28,620
27861,1,28,1400
27862,1,28,19
27863,1,28,726
27864,1,28,-246
27865,1,28,20
27866,1,28,284
27867,1,28,951
27868,1,28,-17
27869,1,28,306
27870,1,28,0
27871,1,28,275
27872,1,28,596
27873,1,28,2317
27874,1,28,105
27875,1,28,194
27876,1,28,218
27877,1,28,0
27878,1,28,21
27879,1,28,127
27880,1,28,512
27881,1,28,301
27882,1,28,723
27883,1,28,52
27884,1,28,213
27885,1,28,1657
27886,1,28,1066
27887,1,28,176
27888,1,28,429
27889,1,28,578
27890,1,28,149
27891,1,28,554
27892,1,28,5978
27893,1,28,347
27894,1,28,362
27895,1,28,372
27896,1,28,340
27897,1,28,436
27898,1,28,2429
27899,1,28,3869
27900,1,28,914
27901,1,28,495
27902,1,28,370
27903,1,28,-295
27904,1,28,1316
27905,1,28,586
27906,1,28,337
27907,1,28,13
27908,1,28,297
27909,1,28,62
27910,1,28,799
27911,1,28,220
27912,1,28,0
27913,1,28,299
27914,1,28,1066
27915,1,28,876
27916,1,28,4274
27917,1,28,264
27918,1,28,98
27919,1,28,524
27920,1,28,1874
27921,1,28,536
27922,1,28,31
27923,1,28,1271
27924,1,28,3
27925,1,28,4557
27926,1,28,1349
27927,1,28,181
27928,1,28,625
27929,1,28,253
27930,1,28,340
27931,1,28,529
27932,1,28,-32
27933,1,28,1502
27934,1,28,0
27935,1,28,1455
27936,1,28,215
27937,1,28,201
27938,1,28,-1089
27939,1,28,1187
27940,1,28,480
27941,1,28,857
27942,1,28,199
27943,1,28,476
27944,1,28,316
27945,1,28,1449
27946,1,28,4213
27947,1,28,2746
27948,1,28,371
27949,1,28,4465
27950,1,28,1055
27951,1,28,36
27952,1,28,0
27953,1,28,387
27954,1,28,5901
27955,1,28,1279
27956,1,28,338
27957,1,28,223
27958,1,28,3463
27959,1,28,42
27960,1,28,732
27961,1,28,264
27962,1,28,0
27963,1,28,89
27964,1,28,288
27965,1,28,744
27966,1,28,1369
27967,1,28,417
27968,1,28,1694
27969,1,28,379
27970,1,28,547
27971,1,28,726
27972,1,28,434
27973,1,28,0
27974,1,28,1616
27975,1,28,47
27976,1,28,0
27977,1,28,487
27978,1,28,0
27979,1,28,393
27980,1,28,0
27981,1,28,1357
27982,1,28,699
27983,1,28,0
27984,1,28,0
27985,1,28,3207
27986,1,28,100
27987,1,28,130
27988,1,28,787
27989,1,28,37
27990,1,28,0
27991,1,28,0
27992,1,28,1508
27993,1,28,3473
27994,1,28,3222
27995,1,28,1035
27996,1,28,1
27997,1,28,0
27998,1,28,0
27999,1,28,527
28000,1,28,140
28001,1,28,0
28002,1,28,117
28003,1,28,-321
28004,1,28,755
28005,1,28,1033
28006,1,28,1236
28007,1,28,177
28008,1,28,840
28009,1,28,219
28010,1,28,157
28011,1,28,1458
28012,1,28,5715
28013,1,28,122
28014,1,28,818
28015,1,28,799
28016,1,28,117
28017,1,28,466
28018,1,28,962
28019,1,28,1095
28020,1,28,297
28021,1,28,414
28022,1,28,6
28023,1,28,237
28024,1,28,-528
28025,1,28,399
28026,1,28,0
28027,1,28,102
28028,1,28,6
28029,1,28,769
28030,1,28,8585
28031,1,28,0
28032,1,28,559
28033,1,28,429
28034,1,28,1392
28035,1,28,103
28036,1,28,802
28037,1,28,0
28038,1,28,54
28039,1,28,140
28040,1,28,1796
28041,1,28,672
28042,1,28,1013
28043,1,28,760
28044,1,28,-199
28045,1,28,1918
28046,1,28,2020
28047,1,28,-507
28048,1,28,-70
28049,1,28,1288
28050,1,28,-33
28051,1,28,78
28052,1,28,1227
28053,1,28,2244
28054,1,28,208
28055,1,28,0
28056,1,28,664
28057,1,28,0
28058,1,28,358
28059,1,28,811
28060,1,28,239
28061,1,28,583
28062,1,28,366
28063,1,28,644
28064,1,28,51
28065,1,28,1470
28066,1,28,622
28067,1,28,585
28068,1,28,922
28069,1,28,4457
28070,1,28,37
28071,1,28,1128
28072,1,28,308
28073,1,28,0
28074,1,28,1218
28075,1,28,549
28076,1,28,24
28077,1,28,637
28078,1,28,14
28079,1,28,1
28080,1,28,350
28081,1,28,95
28082,1,28,311
28083,1,28,1803
28084,1,28,1235
28085,1,28,1264
28086,1,28,-24
28087,1,28,310
28088,1,28,317
28089,1,28,2662
28090,1,28,20
28091,1,28,78
28092,1,28,375
28093,1,28,4130
28094,1,28,2
28095,1,28,1709
28096,1,28,197
28097,1,28,-10
28098,1,28,394
28099,1,28,376
28100,1,28,8
28101,1,28,-257
28102,1,28,578
28103,1,28,800
28104,1,28,399
28105,1,28,-96
28106,1,28,413
28107,1,28,1161
28108,1,28,3770
28109,1,28,95
28110,1,28,67
28111,1,28,4721
28112,1,28,0
28113,1,28,1027
28114,1,28,177
28115,1,28,374
28116,1,28,695
28117,1,28,438
28118,1,28,0
28119,1,28,182
28120,1,28,486
28121,1,28,2346
28122,1,28,595
42758,1,28,282
42759,1,28,279
42760,1,28,2403
42761,1,28,89
42762,1,28,908
42763,1,28,129
42764,1,28,373
42765,1,28,8919
42766,1,28,157
42767,1,28,659
42768,1,28,747
42769,1,28,6889
42770,1,28,291
42771,1,28,3494
42772,1,28,2493
42773,1,28,1022
42774,1,28,3949
42775,1,28,387
42776,1,28,187
42777,1,28,481
42778,1,28,7560
42779,1,28,997
42780,1,28,363
42781,1,28,2017
42782,1,28,1699
42783,1,28,1181
42784,1,28,3951
42785,1,28,0
42786,1,28,6421
42787,1,28,2557
42788,1,28,896
42789,1,28,0
42790,1,28,2366
42791,1,28,1948
42792,1,28,2283
42793,1,28,283
42794,1,28,306
42795,1,28,1381
42796,1,28,4727
42797,1,28,438
28123,1,29,0
28124,1,29,557
28125,1,29,86
28126,1,29,4638
28127,1,29,370
28128,1,29,289
28129,1,29,782
28130,1,29,1988
28131,1,29,206
28132,1,29,1504
28133,1,29,232
28134,1,29,118
28135,1,29,0
28136,1,29,360
28137,1,29,459
28138,1,29,407
28139,1,29,-259
28140,1,29,2041
28141,1,29,1296
28142,1,29,257
28143,1,29,373
28144,1,29,955
28145,1,29,13
28146,1,29,-411
28147,1,29,92
28148,1,29,164
28149,1,29,0
28150,1,29,120
28151,1,29,2
28152,1,29,532
28153,1,29,-290
28154,1,29,152
28155,1,29,1638
28156,1,29,2880
28157,1,29,4769
28158,1,29,673
28159,1,29,86
28160,1,29,272
28161,1,29,221
28162,1,29,133
28163,1,29,50
28164,1,29,336
28165,1,29,557
28166,1,29,36
28167,1,29,313
28168,1,29,1425
28169,1,29,-79
28170,1,29,498
28171,1,29,50
28172,1,29,319
28173,1,29,521
28174,1,29,427
28175,1,29,223
28176,1,29,-259
28177,1,29,-90
28178,1,29,676
28179,1,29,149
28180,1,29,-199
28181,1,29,268
28182,1,29,478
28183,1,29,345
28184,1,29,455
28185,1,29,893
28186,1,29,567
28187,1,29,294
28188,1,29,1857
28189,1,29,980
28190,1,29,486
28191,1,29,1422
28192,1,29,343
28193,1,29,254
28194,1,29,47
28195,1,29,547
28196,1,29,-412
28197,1,29,1125
28198,1,29,-76
28199,1,29,323
28200,1,29,-296
28201,1,29,252
28202,1,29,594
28203,1,29,262
28204,1,29,0
28205,1,29,0
28206,1,29,415
28207,1,29,629
28208,1,29,176
28209,1,29,97
28210,1,29,350
28211,1,29,1770
28212,1,29,399
28213,1,29,1245
28214,1,29,1120
28215,1,29,22
28216,1,29,717
28217,1,29,1322
28218,1,29,73
28219,1,29,111
28220,1,29,-462
28221,1,29,388
28222,1,29,498
28223,1,29,273
28224,1,29,1330
28225,1,29,956
28226,1,29,-97
28227,1,29,547
28228,1,29,299
28229,1,29,1073
28230,1,29,283
28231,1,29,2665
28232,1,29,424
28233,1,29,294
28234,1,29,707
28235,1,29,791
28236,1,29,732
28237,1,29,550
28238,1,29,-274
28239,1,29,540
28240,1,29,1496
28241,1,29,0
28242,1,29,251
28243,1,29,941
28244,1,29,443
28245,1,29,1724
28246,1,29,44
28247,1,29,205
28248,1,29,2743
28249,1,29,263
28250,1,29,303
28251,1,29,4
28252,1,29,474
28253,1,29,-155
28254,1,29,81
28255,1,29,-386
28256,1,29,19
28257,1,29,783
28258,1,29,232
28259,1,29,1385
28260,1,29,0
28261,1,29,1405
28262,1,29,16992
28263,1,29,-557
28264,1,29,388
28265,1,29,1345
28266,1,29,4959
28267,1,29,1239
28268,1,29,-81
28269,1,29,-1
28270,1,29,1513
28271,1,29,246
28272,1,29,145
28273,1,29,4022
28274,1,29,1361
28275,1,29,-110
28276,1,29,566
28277,1,29,2687
28278,1,29,603
28279,1,29,135
28280,1,29,3875
28281,1,29,1694
28282,1,29,5418
28283,1,29,440
28284,1,29,634
28285,1,29,276
28286,1,29,172
28287,1,29,-264
28288,1,29,660
28289,1,29,94
28290,1,29,-241
28291,1,29,285
28292,1,29,499
28293,1,29,-33
28294,1,29,193
28295,1,29,3360
28296,1,29,287
28297,1,29,71
28298,1,29,647
28299,1,29,60
28300,1,29,718
28301,1,29,163
28302,1,29,478
28303,1,29,28
28304,1,29,466
28305,1,29,487
28306,1,29,2768
28307,1,29,50
28308,1,29,1141
28309,1,29,0
28310,1,29,128
28311,1,29,-185
28312,1,29,160
28313,1,29,1820
28314,1,29,146
28315,1,29,1025
28316,1,29,789
28317,1,29,360
28318,1,29,1152
28319,1,29,1927
28320,1,29,83
28321,1,29,351
28322,1,29,-32
28323,1,29,645
28324,1,29,391
28325,1,29,183
28326,1,29,545
28327,1,29,1144
28328,1,29,1418
28329,1,29,380
28330,1,29,2940
28331,1,29,1077
28332,1,29,929
28333,1,29,242
28334,1,29,175
28335,1,29,0
28336,1,29,235
28337,1,29,854
28338,1,29,268
28339,1,29,523
28340,1,29,1209
28341,1,29,-46
28342,1,29,648
28343,1,29,108
28344,1,29,682
28345,1,29,1391
28346,1,29,1167
28347,1,29,2365
28348,1,29,149
28349,1,29,420
28350,1,29,0
28351,1,29,-272
28352,1,29,84
28353,1,29,973
28354,1,29,554
28355,1,29,178
28356,1,29,188
28357,1,29,1281
28358,1,29,499
28359,1,29,2061
28360,1,29,255
28361,1,29,119
28362,1,29,726
28363,1,29,341
28364,1,29,386
28365,1,29,16
28366,1,29,381
28367,1,29,0
28368,1,29,451
28369,1,29,678
28370,1,29,1213
28371,1,29,658
28372,1,29,195
28373,1,29,1242
28374,1,29,1034
28375,1,29,-22
28376,1,29,-402
28377,1,29,3914
28378,1,29,328
28379,1,29,596
28380,1,29,537
28381,1,29,1227
28382,1,29,869
28383,1,29,60
28384,1,29,138
28385,1,29,1099
28386,1,29,45
28387,1,29,10536
28388,1,29,589
28389,1,29,-209
28390,1,29,433
28391,1,29,147
28392,1,29,1258
28393,1,29,1139
28394,1,29,620
28395,1,29,354
28396,1,29,1590
28397,1,29,2329
28398,1,29,1152
28399,1,29,270
28400,1,29,172
28401,1,29,873
28402,1,29,475
28403,1,29,1018
28404,1,29,-144
28405,1,29,596
28406,1,29,959
28407,1,29,406
28408,1,29,300
28409,1,29,229
28410,1,29,278
28411,1,29,349
28412,1,29,2923
28413,1,29,671
28414,1,29,367
28415,1,29,1
28416,1,29,1889
28417,1,29,1100
28418,1,29,208
28419,1,29,1618
28420,1,29,1279
28421,1,29,-49
28422,1,29,954
28423,1,29,914
28424,1,29,1269
28425,1,29,569
28426,1,29,2978
28427,1,29,604
28428,1,29,246
28429,1,29,414
28430,1,29,16957
28431,1,29,232
28432,1,29,1837
28433,1,29,3080
28434,1,29,4168
28435,1,29,155
28436,1,29,393
28437,1,29,474
28438,1,29,945
28439,1,29,1354
28440,1,29,94
28441,1,29,342
28442,1,29,-284
28443,1,29,541
28444,1,29,1
28445,1,29,87
28446,1,29,0
28447,1,29,671
28448,1,29,2735
28449,1,29,484
28450,1,29,892
28451,1,29,211
28452,1,29,326
28453,1,29,667
28454,1,29,1000
28455,1,29,-3
28456,1,29,81
28457,1,29,4634
28458,1,29,6
28459,1,29,1009
28460,1,29,1823
28461,1,29,1015
28462,1,29,560
28463,1,29,381
28464,1,29,314
28465,1,29,-101
28466,1,29,397
28467,1,29,250
28468,1,29,723
28469,1,29,1955
28470,1,29,659
28471,1,29,826
28472,1,29,615
28473,1,29,145
28474,1,29,229
28475,1,29,398
28476,1,29,1459
28477,1,29,6507
28478,1,29,98
28479,1,29,882
28480,1,29,56
28481,1,29,1346
28482,1,29,430
28483,1,29,1192
28484,1,29,2613
28485,1,29,-452
28486,1,29,227
28487,1,29,834
28488,1,29,1298
28489,1,29,527
28490,1,29,-61
28491,1,29,1270
28492,1,29,137
28493,1,29,252
28494,1,29,-29
28495,1,29,408
28496,1,29,1923
28497,1,29,2213
28498,1,29,145
28499,1,29,-337
28500,1,29,261
28501,1,29,2202
28502,1,29,-214
28503,1,29,1274
28504,1,29,-676
28505,1,29,3578
28506,1,29,732
28507,1,29,317
28508,1,29,531
28509,1,29,9
28510,1,29,125
28511,1,29,-152
28512,1,29,-600
28513,1,29,18
28514,1,29,5717
28515,1,29,1996
28516,1,29,170
28517,1,29,370
28518,1,29,403
28519,1,29,0
28520,1,29,266
28521,1,29,574
28522,1,29,29
28523,1,29,334
28524,1,29,99
28525,1,29,6424
28526,1,29,203
28527,1,29,488
28528,1,29,24
28529,1,29,-211
28530,1,29,902
28531,1,29,141
28532,1,29,1861
28533,1,29,1508
28534,1,29,743
28535,1,29,43
28536,1,29,24
28537,1,29,350
28538,1,29,840
28539,1,29,1
28540,1,29,1836
28541,1,29,0
28542,1,29,657
28543,1,29,297
28544,1,29,362
28545,1,29,772
28546,1,29,145
28547,1,29,112
28548,1,29,900
28549,1,29,425
28550,1,29,1016
28551,1,29,518
28552,1,29,220
28553,1,29,352
28554,1,29,1366
28555,1,29,356
28556,1,29,0
28557,1,29,335
28558,1,29,414
28559,1,29,6
28560,1,29,536
28561,1,29,2142
28562,1,29,2045
28563,1,29,822
28564,1,29,948
28565,1,29,337
28566,1,29,101
28567,1,29,0
28568,1,29,15
28569,1,29,127
28570,1,29,133
28571,1,29,140
28572,1,29,-250
28573,1,29,2
28574,1,29,-55
28575,1,29,967
28576,1,29,304
28577,1,29,81
28578,1,29,613
28579,1,29,1284
28580,1,29,-6
28581,1,29,56
28582,1,29,-898
28583,1,29,102
28584,1,29,702
28585,1,29,3405
28586,1,29,99
28587,1,29,999
28588,1,29,410
28589,1,29,-407
28590,1,29,203
28591,1,29,2291
28592,1,29,1120
28593,1,29,312
28594,1,29,185
28595,1,29,998
28596,1,29,263
28597,1,29,12
28598,1,29,5
28599,1,29,0
28600,1,29,-261
28601,1,29,939
28602,1,29,554
28603,1,29,303
28604,1,29,519
28605,1,29,25
28606,1,29,-460
28607,1,29,593
28608,1,29,796
28609,1,29,1049
28610,1,29,358
28611,1,29,77
28612,1,29,-53
28613,1,29,2550
28614,1,29,1225
28615,1,29,133
28616,1,29,869
28617,1,29,4023
28618,1,29,211
28619,1,29,8
28620,1,29,0
28621,1,29,1333
28622,1,29,10
28623,1,29,61
28624,1,29,880
28625,1,29,298
28626,1,29,316
28627,1,29,0
28628,1,29,360
28629,1,29,775
28630,1,29,263
28631,1,29,211
28632,1,29,472
28633,1,29,-96
28634,1,29,297
28635,1,29,99
28636,1,29,0
28637,1,29,249
28638,1,29,33
28639,1,29,1724
28640,1,29,442
28641,1,29,-70
28642,1,29,-154
28643,1,29,2666
28644,1,29,1200
28645,1,29,223
28646,1,29,656
28647,1,29,1137
28648,1,29,139
28649,1,29,498
28650,1,29,475
28651,1,29,3466
28652,1,29,678
28653,1,29,115
28654,1,29,313
28655,1,29,-346
28656,1,29,1712
42798,1,29,3904
42799,1,29,18967
42800,1,29,2501
42801,1,29,179
42802,1,29,261
42803,1,29,2002
42804,1,29,694
42805,1,29,5878
42806,1,29,202
42807,1,29,338
42808,1,29,1958
42809,1,29,530
42810,1,29,5
42811,1,29,1972
42812,1,29,866
42813,1,29,706
42814,1,29,154
42815,1,29,592
42816,1,29,1708
42817,1,29,4831
28657,1,30,1218
28658,1,30,163
28659,1,30,1166
28660,1,30,185
28661,1,30,13
28662,1,30,-509
28663,1,30,1310
28664,1,30,-422
28665,1,30,6683
28666,1,30,1053
28667,1,30,297
28668,1,30,1308
28669,1,30,-26
28670,1,30,6411
28671,1,30,605
28672,1,30,1139
28673,1,30,1304
28674,1,30,951
28675,1,30,2212
28676,1,30,1348
28677,1,30,697
28678,1,30,583
28679,1,30,802
28680,1,30,641
28681,1,30,34
28682,1,30,168
28683,1,30,2007
28684,1,30,-35
28685,1,30,508
28686,1,30,-205
28687,1,30,-247
28688,1,30,1751
28689,1,30,-71
28690,1,30,16
28691,1,30,2052
28692,1,30,49
28693,1,30,543
28694,1,30,49
28695,1,30,242
28696,1,30,3234
28697,1,30,1495
28698,1,30,199
28699,1,30,342
28700,1,30,261
28701,1,30,879
28702,1,30,625
28703,1,30,737
28704,1,30,192
28705,1,30,404
28706,1,30,364
28707,1,30,2144
28708,1,30,1301
28709,1,30,405
28710,1,30,98
28711,1,30,1173
28712,1,30,3154
28713,1,30,975
28714,1,30,505
28715,1,30,157
28716,1,30,116
28717,1,30,0
28718,1,30,236
28719,1,30,1630
28720,1,30,202
28721,1,30,525
28722,1,30,69
28723,1,30,578
28724,1,30,80
28725,1,30,60
28726,1,30,92
28727,1,30,663
28728,1,30,196
28729,1,30,957
28730,1,30,2257
28731,1,30,1566
28732,1,30,308
28733,1,30,1745
28734,1,30,717
28735,1,30,540
28736,1,30,1555
28737,1,30,3060
28738,1,30,0
28739,1,30,5
28740,1,30,76
28741,1,30,4148
28742,1,30,-51
28743,1,30,441
28744,1,30,440
28745,1,30,0
28746,1,30,4
28747,1,30,976
28748,1,30,288
28749,1,30,473
28750,1,30,828
28751,1,30,936
28752,1,30,2500
28753,1,30,887
28754,1,30,58
28755,1,30,23
28756,1,30,640
28757,1,30,827
28758,1,30,851
28759,1,30,1492
28760,1,30,417
28761,1,30,2363
28762,1,30,285
28763,1,30,364
28764,1,30,3982
28765,1,30,905
28766,1,30,670
28767,1,30,5699
28768,1,30,1081
28769,1,30,4908
28770,1,30,604
28771,1,30,1384
28772,1,30,2552
28773,1,30,198
28774,1,30,351
28775,1,30,953
28776,1,30,187
28777,1,30,1277
28778,1,30,332
28779,1,30,527
28780,1,30,109
28781,1,30,315
28782,1,30,265
28783,1,30,457
28784,1,30,7
28785,1,30,572
28786,1,30,443
28787,1,30,-28
28788,1,30,628
28789,1,30,102
28790,1,30,0
28791,1,30,642
28792,1,30,1194
28793,1,30,911
28794,1,30,5742
28795,1,30,160
28796,1,30,1692
28797,1,30,149
28798,1,30,0
28799,1,30,49
28800,1,30,1554
28801,1,30,511
28802,1,30,167
28803,1,30,717
28804,1,30,0
28805,1,30,3
28806,1,30,341
28807,1,30,197
28808,1,30,198
28809,1,30,3204
28810,1,30,329
28811,1,30,317
28812,1,30,1355
28813,1,30,330
28814,1,30,22
28815,1,30,238
28816,1,30,300
28817,1,30,1400
28818,1,30,130
28819,1,30,-70
28820,1,30,802
28821,1,30,2992
28822,1,30,2549
28823,1,30,451
28824,1,30,-735
28825,1,30,-61
28826,1,30,370
28827,1,30,0
28828,1,30,483
28829,1,30,693
28830,1,30,143
28831,1,30,0
28832,1,30,314
28833,1,30,152
28834,1,30,-477
28835,1,30,1276
28836,1,30,596
28837,1,30,480
28838,1,30,1114
28839,1,30,133
28840,1,30,636
28841,1,30,-375
28842,1,30,909
28843,1,30,1454
28844,1,30,0
28845,1,30,0
28846,1,30,-191
28847,1,30,198
28848,1,30,1285
28849,1,30,605
28850,1,30,44
28851,1,30,370
28852,1,30,-1161
28853,1,30,21
28854,1,30,1803
28855,1,30,943
28856,1,30,1585
28857,1,30,961
28858,1,30,365
28859,1,30,-175
28860,1,30,442
28861,1,30,19833
28862,1,30,901
28863,1,30,1194
28864,1,30,210
28865,1,30,163
28866,1,30,1454
28867,1,30,800
28868,1,30,2336
28869,1,30,2190
28870,1,30,972
28871,1,30,512
28872,1,30,0
28873,1,30,-333
28874,1,30,227
28875,1,30,0
28876,1,30,281
28877,1,30,17418
28878,1,30,1309
28879,1,30,0
28880,1,30,243
28881,1,30,217
28882,1,30,0
28883,1,30,780
28884,1,30,501
28885,1,30,665
28886,1,30,358
28887,1,30,2180
28888,1,30,1465
28889,1,30,692
28890,1,30,373
28891,1,30,541
28892,1,30,2605
28893,1,30,43
28894,1,30,-969
28895,1,30,1721
28896,1,30,12
28897,1,30,1859
28898,1,30,1534
28899,1,30,316
28900,1,30,15
28901,1,30,49
28902,1,30,2080
28903,1,30,163
28904,1,30,110
42818,2,1,0
42819,2,1,1599
42820,2,1,264
42821,2,1,278
42822,2,1,257
42823,2,1,275
42824,2,1,1285
42825,2,1,7802
42826,2,1,980
28905,2,2,295
28906,2,2,1929
28907,2,2,1071
28908,2,2,523
28909,2,2,699
28910,2,2,536
28911,2,2,764
28912,2,2,115
28913,2,2,90
28914,2,2,937
28915,2,2,71
28916,2,2,124
28917,2,2,1333
28918,2,2,2091
28919,2,2,335
28920,2,2,228
28921,2,2,8141
28922,2,2,0
28923,2,2,168
28924,2,2,973
28925,2,2,265
28926,2,2,660
28927,2,2,258
28928,2,2,879
28929,2,2,294
28930,2,2,72
28931,2,2,1646
28932,2,2,181
28933,2,2,3767
28934,2,2,88
28935,2,2,2040
28936,2,2,1130
28937,2,2,441
28938,2,2,700
28939,2,2,363
28940,2,2,1288
28941,2,2,-308
28942,2,2,4519
28943,2,2,349
28944,2,2,495
28945,2,2,79
28946,2,2,877
28947,2,2,0
28948,2,2,89
28949,2,2,979
28950,2,2,432
28951,2,2,196
28952,2,2,361
28953,2,2,2162
28954,2,2,941
28955,2,2,0
28956,2,2,1
28957,2,2,20
28958,2,2,148
28959,2,2,446
28960,2,2,1555
28961,2,2,-185
28962,2,2,-269
28963,2,2,-179
28964,2,2,-264
28965,2,2,1495
28966,2,2,572
28967,2,2,129
28968,2,2,812
28969,2,2,2325
28970,2,2,21
28971,2,2,7
28972,2,2,212
28973,2,2,757
28974,2,2,1198
28975,2,2,218
28976,2,2,520
28977,2,2,86
28978,2,2,118
28979,2,2,5
28980,2,2,-206
28981,2,2,1088
28982,2,2,1097
28983,2,2,0
28984,2,2,5
28985,2,2,347
28986,2,2,814
28987,2,2,279
28988,2,2,367
28989,2,2,0
